               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  53,            0.049509,            0.042365,                   0,             0.50877,             0.75324,             0.68673,             0.33165,            0.048454,            0.025997,                   0,            0.007426,            0.007426,            0.007426
                  54,            0.050382,            0.041921,                   0,             0.52103,             0.69886,             0.62035,             0.28398,             0.05113,            0.027435,                   0,           0.0073765,           0.0073765,           0.0073765
                  55,            0.051878,            0.042723,                   0,             0.54478,             0.65277,             0.62977,              0.3198,            0.048861,            0.026844,                   0,            0.007327,            0.007327,            0.007327
                  56,            0.051684,            0.038884,                   0,             0.45183,             0.55682,             0.53066,             0.25787,            0.050725,            0.030975,                   0,           0.0072775,           0.0072775,           0.0072775
                  57,            0.050437,            0.040617,                   0,             0.55932,             0.57692,             0.57971,             0.23911,            0.050674,            0.028587,                   0,            0.007228,            0.007228,            0.007228
                  58,            0.048865,            0.043057,                   0,             0.62056,             0.71591,              0.7418,             0.36632,            0.046778,            0.025238,                   0,           0.0071785,           0.0071785,           0.0071785
                  59,            0.049708,            0.041226,                   0,             0.60525,             0.63594,             0.69112,             0.35764,            0.046429,            0.026016,                   0,            0.007129,            0.007129,            0.007129
                  60,            0.048786,             0.04104,                   0,             0.66893,             0.57955,              0.7217,             0.34795,            0.046889,             0.02486,                   0,           0.0070795,           0.0070795,           0.0070795
                  61,            0.048824,            0.040921,                   0,             0.62567,               0.625,             0.70675,             0.36067,            0.046082,            0.024982,                   0,             0.00703,             0.00703,             0.00703
                  62,            0.049722,            0.040746,                   0,             0.61652,             0.60289,             0.66343,             0.31995,            0.047665,            0.026764,                   0,           0.0069805,           0.0069805,           0.0069805
                  63,            0.048819,            0.040915,                   0,             0.58501,             0.64205,             0.65796,             0.32464,            0.048448,            0.026897,                   0,            0.006931,            0.006931,            0.006931
                  64,            0.050262,            0.039699,                   0,             0.62868,             0.65909,             0.71321,             0.36524,            0.046746,             0.02528,                   0,           0.0068815,           0.0068815,           0.0068815
                  65,             0.04897,            0.041079,                   0,             0.51883,             0.63068,             0.61004,             0.29632,            0.050674,             0.02832,                   0,            0.006832,            0.006832,            0.006832
                  66,            0.048221,            0.039823,                   0,             0.57334,             0.66477,             0.67481,             0.34523,            0.047978,            0.026997,                   0,           0.0067825,           0.0067825,           0.0067825
                  67,            0.048815,             0.03952,                   0,             0.57926,             0.60795,             0.66743,              0.3169,            0.048808,            0.026619,                   0,            0.006733,            0.006733,            0.006733
                  68,            0.049694,            0.042465,                   0,             0.56866,             0.55432,             0.60619,             0.28215,            0.049233,            0.028748,                   0,           0.0066835,           0.0066835,           0.0066835
                  69,            0.048134,            0.039846,                   0,             0.56261,             0.67237,              0.6703,             0.32615,            0.049296,            0.026604,                   0,            0.006634,            0.006634,            0.006634
                  70,            0.047766,            0.039049,                   0,             0.58322,             0.65991,             0.71629,             0.35482,            0.047394,            0.025532,                   0,           0.0065845,           0.0065845,           0.0065845
                  71,             0.04859,            0.040639,                   0,             0.57546,             0.71023,             0.72344,             0.35215,            0.046171,            0.025921,                   0,            0.006535,            0.006535,            0.006535
                  72,            0.047734,            0.040691,                   0,             0.58563,             0.63438,             0.67133,             0.31985,             0.04876,            0.026215,                   0,           0.0064855,           0.0064855,           0.0064855
                  73,            0.048922,            0.040092,                   0,             0.55887,             0.59659,             0.62598,              0.2794,            0.049297,            0.028049,                   0,            0.006436,            0.006436,            0.006436
                  74,            0.047371,             0.04039,                   0,             0.57196,             0.55114,             0.60821,             0.27159,            0.049596,            0.028831,                   0,           0.0063865,           0.0063865,           0.0063865
                  75,            0.048564,            0.039662,                   0,             0.66452,             0.64773,               0.711,             0.34776,            0.046602,            0.027855,                   0,            0.006337,            0.006337,            0.006337
                  76,            0.048133,            0.039333,                   0,             0.62241,             0.60227,             0.65964,             0.30704,            0.049161,            0.029675,                   0,           0.0062875,           0.0062875,           0.0062875
                  77,            0.050487,            0.041299,                   0,             0.56859,             0.62905,             0.64158,             0.30437,            0.048358,            0.028366,                   0,            0.006238,            0.006238,            0.006238
                  78,            0.047146,            0.039689,                   0,             0.42046,             0.64205,             0.52802,             0.22894,            0.051315,            0.028858,                   0,           0.0061885,           0.0061885,           0.0061885
                  79,            0.046522,            0.038888,                   0,               0.569,             0.69009,             0.65306,             0.31298,            0.048058,            0.026127,                   0,            0.006139,            0.006139,            0.006139
                  80,            0.047996,             0.03815,                   0,             0.51514,             0.57386,              0.5818,             0.27916,            0.050882,            0.027691,                   0,           0.0060895,           0.0060895,           0.0060895
                  81,            0.048695,            0.039981,                   0,             0.36146,             0.49432,              0.4141,             0.15751,            0.055932,            0.031704,                   0,             0.00604,             0.00604,             0.00604
                  82,            0.047289,            0.041259,                   0,             0.44461,             0.59091,             0.54891,             0.24492,            0.051441,            0.028305,                   0,           0.0059905,           0.0059905,           0.0059905
                  83,            0.047769,            0.041032,                   0,             0.43175,             0.64773,             0.54416,             0.22988,            0.052938,            0.028286,                   0,            0.005941,            0.005941,            0.005941
                  84,            0.047234,            0.040736,                   0,              0.4261,             0.52841,             0.49011,             0.20219,            0.053476,            0.030518,                   0,           0.0058915,           0.0058915,           0.0058915
                  85,            0.045918,            0.039063,                   0,             0.57347,             0.64168,             0.64752,             0.29763,            0.049389,             0.02779,                   0,            0.005842,            0.005842,            0.005842
                  86,            0.047502,            0.038027,                   0,             0.58031,             0.70708,             0.67566,             0.31104,            0.048747,            0.026333,                   0,           0.0057925,           0.0057925,           0.0057925
                  87,            0.046672,            0.037146,                   0,             0.59306,             0.71023,             0.69724,             0.31585,            0.048595,            0.026466,                   0,            0.005743,            0.005743,            0.005743
                  88,            0.045906,            0.038043,                   0,             0.61642,             0.56818,             0.63741,             0.28121,            0.050639,            0.029259,                   0,           0.0056935,           0.0056935,           0.0056935
                  89,            0.047152,            0.038289,                   0,             0.54683,             0.66477,             0.63247,             0.26898,            0.051114,            0.027401,                   0,            0.005644,            0.005644,            0.005644
                  90,            0.047095,            0.038912,                   0,             0.58503,             0.64084,             0.64519,             0.28591,            0.049646,            0.028202,                   0,           0.0055945,           0.0055945,           0.0055945
                  91,            0.046235,            0.038736,                   0,             0.63948,             0.60795,             0.69242,             0.32576,            0.047319,            0.026836,                   0,            0.005545,            0.005545,            0.005545
                  92,            0.046675,            0.039072,                   0,             0.62582,             0.71591,             0.72815,              0.3417,             0.04704,            0.026051,                   0,           0.0054955,           0.0054955,           0.0054955
                  93,            0.045486,            0.037703,                   0,             0.62802,             0.71023,             0.73409,             0.34422,             0.04676,             0.02663,                   0,            0.005446,            0.005446,            0.005446
                  94,            0.046021,            0.038961,                   0,              0.6894,               0.625,             0.69381,             0.32753,             0.04763,            0.029732,                   0,           0.0053965,           0.0053965,           0.0053965
                  95,            0.045801,            0.038377,                   0,             0.68905,             0.64773,             0.72498,             0.31256,             0.04915,            0.026554,                   0,            0.005347,            0.005347,            0.005347
                  96,            0.046512,            0.038757,                   0,             0.58453,               0.625,             0.64958,             0.28313,            0.050556,            0.027271,                   0,           0.0052975,           0.0052975,           0.0052975
                  97,            0.045563,             0.03913,                   0,             0.61475,             0.60795,             0.64527,             0.31514,            0.048644,            0.026184,                   0,            0.005248,            0.005248,            0.005248
                  98,            0.045035,            0.039751,                   0,             0.58011,             0.58089,             0.59394,              0.2781,            0.051128,            0.027332,                   0,           0.0051985,           0.0051985,           0.0051985
                  99,             0.04576,            0.037034,                   0,             0.64404,             0.65341,             0.68053,             0.30257,            0.049721,             0.02689,                   0,            0.005149,            0.005149,            0.005149
                 100,            0.045727,            0.037764,                   0,             0.61965,             0.67614,             0.73213,             0.36598,            0.046932,            0.025368,                   0,           0.0050995,           0.0050995,           0.0050995
                 101,            0.045699,             0.03731,                   0,             0.55105,             0.60227,             0.60966,             0.25533,            0.052295,            0.026836,                   0,             0.00505,             0.00505,             0.00505
                 102,            0.043907,            0.037686,                   0,             0.55616,             0.64773,             0.63957,             0.27586,            0.051247,            0.027409,                   0,           0.0050005,           0.0050005,           0.0050005
                 103,            0.045894,            0.037109,                   0,             0.55973,             0.63636,             0.63267,             0.29404,             0.05006,            0.027412,                   0,            0.004951,            0.004951,            0.004951
                 104,            0.043761,             0.03639,                   0,             0.66308,             0.63636,             0.71378,             0.32986,            0.048149,            0.026802,                   0,           0.0049015,           0.0049015,           0.0049015
                 105,             0.04479,            0.038499,                   0,             0.56911,             0.67045,             0.63775,             0.28634,             0.05056,             0.02697,                   0,            0.004852,            0.004852,            0.004852
                 106,            0.044339,            0.037407,                   0,             0.60001,             0.69889,             0.66258,             0.29249,            0.049867,            0.026878,                   0,           0.0048025,           0.0048025,           0.0048025
                 107,             0.04538,            0.036953,                   0,             0.64273,             0.73596,              0.7459,             0.34196,            0.048083,            0.026154,                   0,            0.004753,            0.004753,            0.004753
                 108,            0.045233,            0.036762,                   0,             0.61866,             0.76136,             0.71596,             0.31736,             0.04869,            0.027267,                   0,           0.0047035,           0.0047035,           0.0047035
                 109,            0.044297,            0.036482,                   0,             0.62277,               0.625,             0.66035,             0.33789,            0.046928,            0.030155,                   0,            0.004654,            0.004654,            0.004654
                 110,            0.044669,            0.038379,                   0,             0.62408,             0.63636,             0.69335,             0.32919,            0.048115,            0.028095,                   0,           0.0046045,           0.0046045,           0.0046045
                 111,            0.043673,            0.036092,                   0,             0.70755,               0.625,             0.68638,             0.34087,            0.047301,            0.029026,                   0,            0.004555,            0.004555,            0.004555
                 112,            0.044869,              0.0366,                   0,             0.66099,             0.63068,             0.68585,             0.31089,            0.048484,             0.02763,                   0,           0.0045055,           0.0045055,           0.0045055
                 113,            0.043661,            0.038742,                   0,             0.63096,             0.68182,             0.71093,             0.32676,            0.048741,            0.026375,                   0,            0.004456,            0.004456,            0.004456
                 114,             0.04384,            0.035247,                   0,             0.61443,             0.67003,             0.67983,             0.30223,            0.049397,             0.02597,                   0,           0.0044065,           0.0044065,           0.0044065
                 115,            0.045534,            0.038101,                   0,             0.58433,             0.56818,             0.59234,             0.25237,            0.051877,            0.029633,                   0,            0.004357,            0.004357,            0.004357
                 116,            0.043975,            0.036632,                   0,             0.57903,             0.60795,             0.63307,               0.317,            0.048225,            0.029068,                   0,           0.0043075,           0.0043075,           0.0043075
                 117,             0.04435,            0.036449,                   0,             0.66245,              0.6579,             0.71369,             0.32824,             0.04804,            0.027542,                   0,            0.004258,            0.004258,            0.004258
                 118,             0.04337,            0.037235,                   0,             0.59668,             0.65341,             0.67062,             0.30475,            0.048563,             0.02729,                   0,           0.0042085,           0.0042085,           0.0042085
                 119,            0.043595,            0.035263,                   0,             0.55419,             0.58625,              0.6196,             0.27826,             0.05007,            0.027412,                   0,            0.004159,            0.004159,            0.004159
                 120,            0.043212,            0.037498,                   0,             0.61356,             0.63636,             0.67113,              0.3038,             0.04896,            0.027359,                   0,           0.0041095,           0.0041095,           0.0041095
                 121,            0.044344,              0.0377,                   0,             0.56153,             0.58523,             0.58993,             0.26385,            0.050867,            0.029255,                   0,             0.00406,             0.00406,             0.00406
                 122,            0.044557,            0.037262,                   0,             0.57116,             0.58523,             0.61029,             0.26406,            0.051607,            0.028229,                   0,           0.0040105,           0.0040105,           0.0040105
                 123,             0.04404,            0.036575,                   0,             0.57847,             0.54545,             0.63224,             0.29811,            0.049039,            0.029163,                   0,            0.003961,            0.003961,            0.003961
                 124,            0.044073,            0.038406,                   0,             0.61262,             0.64773,             0.68525,             0.32976,             0.04765,            0.028545,                   0,           0.0039115,           0.0039115,           0.0039115
                 125,            0.041849,            0.035811,                   0,             0.60828,             0.60795,             0.65837,             0.32625,            0.047413,            0.029324,                   0,            0.003862,            0.003862,            0.003862
                 126,            0.044061,            0.036607,                   0,             0.63963,             0.65909,             0.69154,             0.34191,            0.046863,            0.028324,                   0,           0.0038125,           0.0038125,           0.0038125
